,sorted_formula,host_material,Model,Model_Type,Value,Temperature_Value,Value_Average,Temperature_Average,source
519,O3SrTi,O3SrTi,Seebeck,,[0.00085],[90.0],0.0008500000000000001,90.0,JMC_data
520,CeCu2In,CeCu2In,Seebeck,,[5.4e-05],[25.0],5.400000000000001e-05,25.0,JMC_data
521,Bi2Te3,Bi2Te3,Seebeck,,[0.00015999999999999999],[320.0],0.00016,320.0,JMC_data
522,Ag5Cu44In50Te100,CuInTe2,Seebeck,,[0.00020099999999999998],[295],0.00020099999999999998,295.0,JMC_data
523,Ag10Cu9In20Te40,AgCuIn2Te4,Seebeck,,[0.00039299999999999996],[295],0.000393,295.0,JMC_data
524,Co16Sb48Yb,CoSb3,Seebeck,,[0.00021099999999999998],[400.0],0.00021099999999999998,400.0,JMC_data
525,Fe2O3,Fe2O3,Seebeck,,[0.000107],[343.0],0.000107,343.0,JMC_data
526,Ba10Bi8Co10Oy5Pb2,None,Seebeck,,[0.000135],[295],0.000135,295.0,JMC_data
527,Ca,Ca,Seebeck,,[0.0003],[873.0],0.00030000000000000003,873.0,JMC_data
528,DEOPT,None,Seebeck,,[1.28e-05],[300.0],1.28e-05,300.0,JMC_data
529,CaMn,None,Seebeck,,[9.999999999999999e-05],[295],0.0001,295.0,JMC_data
530,Ca3OSn,Ca3OSn,Seebeck,,[0.00012734],[200.0],0.00012734,200.0,JMC_data
531,Ca3OSn,Ca3OSn,Seebeck,,[0.00013371977],[300.0],0.0001337198,300.0,JMC_data
532,Ca3OSn,Ca3OSn,Seebeck,,[0.0001573124],[800.0],0.0001573124,800.0,JMC_data
533,Ca57Co80NaO180,Ca3Co4O9,Seebeck,,[0.000274],[1054.0],0.00027400000000000005,1054.0,JMC_data
534,O2Ti,O2Ti,Seebeck,,[-8.859999999999999e-05],[773.0],-8.859999999999999e-05,773.0,JMC_data
535,Sb,Sb,Seebeck,,[9.999999999999999e-05],[295],0.0001,295.0,JMC_data
536,Ca4DyMn5O15,Ca2Mn3O8,Seebeck,,[5.4999999999999995e-05],[1073.0],5.5e-05,1073.0,JMC_data
537,AsCoCrFe,None,Seebeck,,[-3.9999999999999996e-05],[295],-4e-05,295.0,JMC_data
538,O2Sn,O2Sn,Seebeck,,[-0.00029],[295],-0.00029,295.0,JMC_data
539,Mg,Mg,Seebeck,,[-0.00047],[373.0],-0.00047000000000000004,373.0,JMC_data
540,CoO2,CoO2,Seebeck,,[0.0001],[300.0],0.0001,300.0,JMC_data
541,Cu4S16Sn7,Cu4S16Sn7,Seebeck,,[-0.0006],[295],-0.0006000000000000001,295.0,JMC_data
542,SbTe2Tl,SbTe2Tl,Seebeck,,[7e-05],[900.0],7.000000000000001e-05,900.0,JMC_data
543,T,None,Seebeck,,[0.00039299999999999996],[700.0],0.000393,700.0,JMC_data
544,CrSi2,CrSi2,Seebeck,,[0.000179],[573.0],0.000179,573.0,JMC_data
545,Co2NaO4,Co2NaO4,Seebeck,,[9.999999999999999e-05],[300.0],0.0001,300.0,JMC_data
546,Bi2Te3,Bi2Te3,Seebeck,,[0.000135],[423.0],0.000135,423.0,JMC_data
547,Ag482Cu4Mg500Sb495,AgMgSb,Seebeck,,[0.000234],[295],0.000234,295.0,JMC_data
548,OZn,OZn,Seebeck,,[0.000448],"[300.0, 330.0]",0.0004480000000000001,315.0,JMC_data
549,BaCu2Se2,BaCu2Se2,Seebeck,,[0.00039],[300.0],0.00039000000000000016,300.0,JMC_data
550,SbTe2Tl,SbTe2Tl,Seebeck,,[7.999999999999999e-05],[295],8e-05,295.0,JMC_data
551,Tl,Tl,Seebeck,,[0.000248],[723.0],0.000248,723.0,JMC_data
552,Tl,Tl,Seebeck,,[8.28e-05],[295],8.28e-05,295.0,JMC_data
553,PbSe,PbSe,Seebeck,,[0.000213],[750.0],0.000213,750.0,JMC_data
554,NaPb399Se400,PbSe,Seebeck,,[0.000248],[850.0],0.000248,850.0,JMC_data
555,PbSe,PbSe,Seebeck,,[0.00028],[900.0],0.00028000000000000003,900.0,JMC_data
556,B,B,Seebeck,,[-0.00027],[873.0],-0.00027,873.0,JMC_data
557,PbSe,PbSe,Seebeck,,[-0.000186],[873.0],-0.000186,873.0,JMC_data
558,Cu,Cu,Seebeck,,[0.00020999999999999998],[325.0],0.00021,325.0,JMC_data
559,Bi2Te3,Bi2Te3,Seebeck,,[0.00019580000000000002],[365.0],0.0001958,365.0,JMC_data
560,S2Ti,S2Ti,Seebeck,,[-0.000251],[300.0],-0.000251,300.0,JMC_data
561,GeSb,GeSb,Seebeck,,[8e-06],[295],8e-06,295.0,JMC_data
562,Ba10Bi9Co10Oy5Pb,None,Seebeck,,[0.00011999999999999999],[923.0],0.00012000000000000004,923.0,JMC_data
563,Ba2ErO6Ta,Ba2ErO6Ta,Seebeck,,[4.9999999999999996e-06],[50.0],5e-06,50.0,JMC_data
564,S,S,Seebeck,,[0.000111],[295],0.000111,295.0,JMC_data
565,Cu2Se,Cu2Se,Seebeck,,[3.5e-05],[295],3.5e-05,295.0,JMC_data
566,CuS,CuS,Seebeck,,"[3e-06, 1.35e-05]","[55.0, 300.0]",8.25e-06,177.5,JMC_data
567,Ge49RTe50,GeTe,Seebeck,,[1.4e-05],[750.0],1.4e-05,750.0,JMC_data
568,Mn2PtRh,Mn2PtRh,Seebeck,,[-3.7999999999999996e-06],[100.0],-3.8e-06,100.0,JMC_data
569,Mn2PdPt,Mn2PdPt,Seebeck,,[5.66e-05],[1000.0],5.6600000000000014e-05,1000.0,JMC_data
570,Ni,Ni,Seebeck,,[-1.5e-06],[295],-1.5e-06,295.0,JMC_data
571,Gd5Ge2Si2,None,Seebeck,,[-8e-06],[273.0],-8e-06,273.0,JMC_data
572,AsFeLaO,AsFeLaO,Seebeck,,[-0.00013],[100.0],-0.00013000000000000002,100.0,JMC_data
573,pristine,None,Seebeck,,[0.00035],[295],0.00035000000000000005,295.0,JMC_data
574,NdPr,NdPr,Seebeck,,"[7.999999999999999e-05, 8.999999999999999e-05]",[100.0],8.499999999999999e-05,100.0,JMC_data
575,CNT,None,Seebeck,,[-0.000113],[295],-0.000113,295.0,JMC_data
576,CuMn2Si,None,Seebeck,,[1.4999999999999999e-05],[150.0],1.4999999999999999e-05,150.0,JMC_data
577,CuMn2Si,None,Seebeck,,[0.002],[150.0],0.002,150.0,JMC_data
578,CuMn2Si,None,Seebeck,,[2.9999999999999997e-05],[300.0],3.000000000000001e-05,300.0,JMC_data
579,Mn3Sn17Te20,SnTe,Seebeck,,[5.9999999999999995e-05],[295],6.000000000000002e-05,295.0,JMC_data
580,SnTe,SnTe,Seebeck,,[1.4999999999999999e-05],[295],1.4999999999999999e-05,295.0,JMC_data
581,CoO5Zn4,CoO5Zn4,Seebeck,,[5.4999999999999995e-05],[373.0],5.5e-05,373.0,JMC_data
582,OZn,OZn,Seebeck,,[2.7e-05],[373.0],2.7e-05,373.0,JMC_data
583,BCN2T,B3C3N7,Seebeck,,[0.00020899999999999998],[300.0],0.00020899999999999998,300.0,JMC_data
584,BFNST,None,Seebeck,,[0.000213],[295],0.000213,295.0,JMC_data
585,BFNST,None,Seebeck,,[0.000621],"[935.0, 1040.0]",0.000621,987.5,JMC_data
586,Ba5Fe16Nb8O120Sr35Ti16,FeO6Sr2Ti,Seebeck,,[0.0006212],[935.3],0.0006211999999999999,935.3,JMC_data
587,Ba5Fe16Nb8O120Sr35Ti16,FeO6Sr2Ti,Seebeck,,[0.0011459999999999999],[935.3],0.001146,935.3,JMC_data
588,Al8Ba4Si15,None,Seebeck,,[-3.6e-05],[670.0],-3.6e-05,670.0,JMC_data
589,Bi15Sb5Se12Te18,None,Seebeck,,[-0.00039999999999999996],[295],-0.0004,295.0,JMC_data
590,Bi15Sb5Se12Te18,None,Seebeck,,[-0.00039999999999999996],[295],-0.0004,295.0,JMC_data
591,MnMoO6Sr2,MnMoO6Sr2,Seebeck,,[0.00019999999999999998],[295],0.0002,295.0,JMC_data
592,DEOPT,None,Seebeck,,"[9e-06, 1.2e-05]",[295],1.05e-05,295.0,JMC_data
593,DEOPT,None,Seebeck,,[1.5199999999999998e-05],[300.0],1.52e-05,300.0,JMC_data
594,AlCoMnTi,None,Seebeck,,[4.97e-06],[50.0],4.97e-06,50.0,JMC_data
595,AlCoMnTi,None,Seebeck,,[0.0003],[50.0],0.00030000000000000003,50.0,JMC_data
596,AlCoMnTi,None,Seebeck,,[1.9999999999999998e-05],[295],2e-05,295.0,JMC_data
597,CuO,CuO,Seebeck,,[0.0005],[295],0.0005,295.0,JMC_data
598,Ca2Co2O5,Ca2Co2O5,Seebeck,,[0.00018199999999999998],[750.0],0.000182,750.0,JMC_data
599,Cu,Cu,Seebeck,,[0.000263],[298.0],0.000263,298.0,JMC_data
600,Ge3Si7,None,Seebeck,,[-0.00047999999999999996],[300.0],-0.0004800000000000001,300.0,JMC_data
601,CMNTsW,None,Seebeck,,[0.0014],[333.0],0.0014,333.0,JMC_data
602,S2Sn,S2Sn,Seebeck,,[0.0347],[300.0],0.0347,300.0,JMC_data
603,PbTe,PbTe,Seebeck,,[0.00041999999999999996],"[300.0, 600.0]",0.00042,450.0,JMC_data
604,IrMn,IrMn,Seebeck,,[9.999999999999999e-06],[295],1e-05,295.0,JMC_data
605,BCoFe,BCoFe,Seebeck,,[3e-06],[295],3e-06,295.0,JMC_data
606,Sn103Te100,SnTe,Seebeck,,[2.99e-05],[295],2.99e-05,295.0,JMC_data
607,Ca9In3Sn91Te100,SnTe,Seebeck,,[7.3e-05],[295],7.3e-05,295.0,JMC_data
608,Fe19Ni81,FeNi3,Seebeck,,[-2e-09],[300.0],-2e-09,300.0,JMC_data
609,Fe19Ni81,FeNi3,Seebeck,,[-1.9999999999999998e-05],[300.0],-2e-05,300.0,JMC_data
610,PdSbY,PdSbY,Seebeck,,[0.00019999999999999998],[295],0.0002,295.0,JMC_data
611,Bi2Co2OySr2,None,Seebeck,,[9.999999999999999e-05],[295],0.0001,295.0,JMC_data
612,Ca2N2Zn,Ca2N2Zn,Seebeck,,[0.000204],[250.0],0.000204,250.0,JMC_data
613,Ca2N2Zn,Ca2N2Zn,Seebeck,,[0.000215],[800.0],0.000215,800.0,JMC_data
614,GeTe,GeTe,Seebeck,,[5.9e-05],[295],5.9e-05,295.0,JMC_data
615,GeTe,GeTe,Seebeck,,[2.8e-05],[295],2.8000000000000006e-05,295.0,JMC_data
616,Cu3SbSe4,Cu3SbSe4,Seebeck,,[6.665999999999999e-05],[300.0],6.666e-05,300.0,JMC_data
617,Ca3Co4O9,Ca3Co4O9,Seebeck,,[0.000125],[300.0],0.000125,300.0,JMC_data
618,Ba5Bi35Cu34Ni6O40Se40,BiCuOSe,Seebeck,,[0.000403],[923.0],0.000403,923.0,JMC_data
619,BaBi7Cu8O8Se8,BiCuOSe,Seebeck,,[0.00011499999999999999],[293.0],0.00011499999999999999,293.0,JMC_data
620,Ba5Bi35Cu34Ni6O40Se40,BiCuOSe,Seebeck,,[0.000314],[293.0],0.000314,293.0,JMC_data
621,As6Ca5Sn2,As6Ca5Sn2,Seebeck,,[0.000266],[390.0],0.000266,390.0,JMC_data
622,As6Ca5Ga2,As6Ca5Ga2,Seebeck,,[0.00020099999999999998],[500.0],0.00020099999999999998,500.0,JMC_data
623,Ca3Co4O9,Ca3Co4O9,Seebeck,,[9.999999999999999e-05],[295],0.0001,295.0,JMC_data
624,Bi2Pb6Se9,Bi4Pb7Se13,Seebeck,,[-0.00015999999999999999],[295],-0.00016,295.0,JMC_data
625,CsNbO3,CsNbO3,Seebeck,,[9.999999999999999e-05],[200.0],0.0001,200.0,JMC_data
626,Ga77K74Si389,None,Seebeck,,[0.00018999999999999998],[300.0],0.00019,300.0,JMC_data
627,BiSSbTe2,None,Seebeck,,[-0.00017999999999999998],[300.0],-0.00018,300.0,JMC_data
628,CeO15Sr4Ti5,O19Sr5Ti7,Seebeck,,[0.07],[295],0.07,295.0,JMC_data
629,Fe3O4,Fe3O4,Seebeck,,[0.0009],[300.0],0.0009000000000000002,300.0,JMC_data
630,CoLaO3,CoLaO3,Seebeck,,[-0.000345],[295],-0.00034500000000000004,295.0,JMC_data
631,CrCuS2,CrCuS2,Seebeck,,[0.000445],[295],0.000445,295.0,JMC_data
632,OZn,OZn,Seebeck,,[-0.00033],[473.0],-0.00033000000000000005,473.0,JMC_data
633,LaMnO3,LaMnO3,Seebeck,,[-0.00015199999999999998],[450.0],-0.00015199999999999998,450.0,JMC_data
634,CoLaO3,CoLaO3,Seebeck,,[-0.000247],[450.0],-0.00024700000000000004,450.0,JMC_data
635,Fe,Fe,Seebeck,,[2.4999999999999998e-05],[450.0],2.5e-05,450.0,JMC_data
636,Fe,Fe,Seebeck,,[9.999999999999999e-05],[450.0],0.0001,450.0,JMC_data
637,Co2MnSi,Co2MnSi,Seebeck,,[9.999999999999999e-05],[450.0],0.0001,450.0,JMC_data
638,LaMnO3,LaMnO3,Seebeck,,[-0.00015199999999999998],[450.0],-0.00015199999999999998,450.0,JMC_data
639,tetrabutylammonium,None,Seebeck,,[0.002],[295],0.002,295.0,JMC_data
640,As12CeFe4,As12CeFe4,Seebeck,,[0.04],[850.0],0.04,850.0,JMC_data
641,BiCuOSe,BiCuOSe,Seebeck,,[0.000496],[300.0],0.000496,300.0,JMC_data
642,AgBi9Cu10O10Se10,BiCuOSe,Seebeck,,[0.000153],[300.0],0.000153,300.0,JMC_data
643,Ag900Ga100Se523Te75,Ag9GaSe6,Seebeck,,[0.000128],[300.0],0.000128,300.0,JMC_data
644,SnTe,SnTe,Seebeck,,[7.4e-06],[295],7.399999999999999e-06,295.0,JMC_data
645,SnTe,SnTe,Seebeck,,[0.0001558],[295],0.0001558,295.0,JMC_data
646,BiCuOS,None,Seebeck,,[0.00072511],[295],0.0007251100000000001,295.0,JMC_data
647,Cd4Sb3,Cd6Sb5,Seebeck,,[0.00019999999999999998],[295],0.0002,295.0,JMC_data
648,BiCuOSe,BiCuOSe,Seebeck,,[0.00035299999999999996],[300.0],0.00035299999999999996,300.0,JMC_data
649,Ba3Bi17Cu20O20Se20,BiCuOSe,Seebeck,,[6.9e-05],[300.0],6.9e-05,300.0,JMC_data
650,AgSn10Te10,SnTe,Seebeck,,[0.000157],[900.0],0.000157,900.0,JMC_data
651,AsTe49,Te,Seebeck,,[0.00011999999999999999],[295],0.00012000000000000004,295.0,JMC_data
652,Sb2Te3,Sb2Te3,Seebeck,,[0.00014099999999999998],"[300.0, 600.0]",0.00014099999999999998,450.0,JMC_data
653,Bi2Te3,Bi2Te3,Seebeck,,[-7e-05],[300.0],-7.000000000000001e-05,300.0,JMC_data
654,Bi2Te3,Bi2Te3,Seebeck,,[-0.00023999999999999998],[300.0],-0.0002400000000000001,300.0,JMC_data
655,pristine,None,Seebeck,,[0.000423],[323.0],0.000423,323.0,JMC_data
656,Bi9Cu10O10Se10Sm,BiCuOSe,Seebeck,,[0.000121],[323.0],0.000121,323.0,JMC_data
657,FeS2,FeS2,Seebeck,,"[7e-05, 7.999999999999999e-05]",[573.0],7.5e-05,573.0,JMC_data
658,OZn,OZn,Seebeck,,[0.00033999999999999997],[300.0],0.00034,300.0,JMC_data
659,Bi2Se3,Bi2Se3,Seebeck,,[-0.000121],[300.0],-0.000121,300.0,JMC_data
660,InSe2Tl,InSe2Tl,Seebeck,,[0.0002],[1000.0],0.0002,1000.0,JMC_data
661,AgISn19Te19,SnTe,Seebeck,,[2.9999999999999997e-05],[295],3.000000000000001e-05,295.0,JMC_data
662,AgISn19Te19,SnTe,Seebeck,,[0.000185],[856.0],0.000185,856.0,JMC_data
663,AgSn19Te20,SnTe,Seebeck,,[3.6e-05],[295],3.6e-05,295.0,JMC_data
664,Co20Sb58SeTe,CoSb3,Seebeck,,[0.000299],[590.0],0.000299,590.0,JMC_data
665,Bi104BrCu105O100Se99,BiCuOSe,Seebeck,,[-0.0005],[500.0],-0.0005,500.0,JMC_data
666,Bi7Sb33Te60,BiSb3Te6,Seebeck,,[0.0002],[295],0.0002,295.0,JMC_data
667,Co5O15Sr6,Co5O15Sr6,Seebeck,,[9.999999999999999e-05],"[300.0, 1120.0]",0.0001,710.0,JMC_data
668,Co5O15Sr6,Co5O15Sr6,Seebeck,,"[0.00013, 0.00010999999999999999]","[300.0, 750.0]",0.00012000000000000004,525.0,JMC_data
669,Ca3Co2O6,Ca3Co2O6,Seebeck,,[0.0003],[300.0],0.00030000000000000003,300.0,JMC_data
670,CoSb3,CoSb3,Seebeck,,[4.6899999999999995e-05],[523.0],4.6899999999999995e-05,523.0,JMC_data
671,Co2NaO4,Co2NaO4,Seebeck,,[9.999999999999999e-05],[300.0],0.0001,300.0,JMC_data
672,Co20O40Sr7,Co6O11Sr,Seebeck,,[7e-05],[295],7.000000000000001e-05,295.0,JMC_data
673,AINP,None,Seebeck,,[0.0286],[350.0],0.0286,350.0,JMC_data
674,CNT,None,Seebeck,,[0.0027400000000000002],[350.0],0.00274,350.0,JMC_data
675,Bi2S3,Bi2S3,Seebeck,,[-0.00046199999999999995],[295],-0.000462,295.0,JMC_data
676,Bi2Te3,Bi2Te3,Seebeck,,"[-0.00019999999999999998, -0.00021999999999999998]",[295],-0.00021,295.0,JMC_data
677,Sb2Te3,Sb2Te3,Seebeck,,[0.00016999999999999999],[295],0.00017,295.0,JMC_data
678,Ca3Co4O9,Ca3Co4O9,Seebeck,,"[0.00016999999999999999, 0.000175]",[898.0],0.00017250000000000002,898.0,JMC_data
679,FeSbV,FeSbV,Seebeck,,[-4.9e-05],"[300.0, 473.0]",-4.9e-05,386.5,JMC_data
680,Sb2Te3,Sb2Te3,Seebeck,,[0.00018999999999999998],[295],0.00019,295.0,JMC_data
681,PbTe,PbTe,Seebeck,,[0.00010999999999999999],[470.0],0.00011,470.0,JMC_data
682,FeS2,FeS2,Seebeck,,[7.999999999999999e-05],[295],8e-05,295.0,JMC_data
683,FeS2,FeS2,Seebeck,,[7.999999999999999e-05],[295],8e-05,295.0,JMC_data
684,CeCu2Si2,CeCu2Si2,Seebeck,,[-2.9999999999999997e-05],[20.0],-3.000000000000001e-05,20.0,JMC_data
685,MoO6Sr2Ti,MoO6Sr2Ti,Seebeck,,[2.2999999999999996e-06],[295],2.3e-06,295.0,JMC_data
686,MoO6Sr2Ti,MoO6Sr2Ti,Seebeck,,[-1.05e-05],[1230.0],-1.05e-05,1230.0,JMC_data
687,Co2Cu10S13Sb4,Cu3S4Sb,Seebeck,,[0.0003],[673.0],0.00030000000000000003,673.0,JMC_data
688,CoCu23S26Sb8,Cu23S26Sb8,Seebeck,,[0.000168],[673.0],0.000168,673.0,JMC_data
689,O2Ti,O2Ti,Seebeck,,[0.000124],[303.0],0.000124,303.0,JMC_data
690,Co19Dy20NiO60,CoDyO3,Seebeck,,[0.00045999999999999996],[350.0],0.00046,350.0,JMC_data
691,Co200Sb600Yb13,CoSb3,Seebeck,,[-0.00021999999999999998],[850.0],-0.00022,850.0,JMC_data
692,O2Ti,O2Ti,Seebeck,,[0.00012375],[303.0],0.00012375,303.0,JMC_data
693,Bi2Te3,Bi2Te3,Seebeck,,[-8.3e-05],[297.0],-8.3e-05,297.0,JMC_data
694,Bi2Te3,Bi2Te3,Seebeck,,[-0.00011399999999999999],[297.0],-0.00011399999999999999,297.0,JMC_data
695,CMNTW,None,Seebeck,,[-9.2e-05],[500.0],-9.2e-05,500.0,JMC_data
696,MoS2,MoS2,Seebeck,,[0.0006],[295],0.0006000000000000001,295.0,JMC_data
697,Ce2Ge5Ni3,Ce2Ge5Ni3,Seebeck,,[1.3e-05],[145.0],1.3e-05,145.0,JMC_data
698,Ce3Ge2Ni,Ce3Ge2Ni,Seebeck,,[-1.6e-05],[350.0],-1.6e-05,350.0,JMC_data
699,Ca50Fe50O129,Ca2Fe2O5,Seebeck,,[-9.999999999999999e-06],[250.0],-1e-05,250.0,JMC_data
700,Ca2Fe2O5,Ca2Fe2O5,Seebeck,,[0.00031999999999999997],[300.0],0.00032,300.0,JMC_data
701,Bi2Te3,Bi2Te3,Seebeck,,[0.000175],[348.0],0.000175,348.0,JMC_data
702,CoMoO12Sr4Ti2,MoO6Sr2Ti,Seebeck,,[-4.06e-05],[1150.0],-4.06e-05,1150.0,JMC_data
703,FeSb2,FeSb2,Seebeck,,[-0.045],[10.0],-0.045,10.0,JMC_data
704,Bi2Co2OySr2,None,Seebeck,,[0.00011499999999999999],[295],0.00011499999999999999,295.0,JMC_data
705,BCOS,None,Seebeck,,[0.00013],[295],0.00013000000000000002,295.0,JMC_data
706,BST,None,Seebeck,,[0.000184],[295],0.000184,295.0,JMC_data
707,Cu20Se7Te3,None,Seebeck,,[0.000174],[500.0],0.000174,500.0,JMC_data
708,In2Pd8Se,In2Pd8Se,Seebeck,,[2.5e-05],[300.0],2.5e-05,300.0,JMC_data
709,BiSbTe,None,Seebeck,,[1.8e-05],[300.0],1.8e-05,300.0,JMC_data
710,Bi2Te3,Bi2Te3,Seebeck,,[-0.00025],[295],-0.00025,295.0,JMC_data
711,MnSb2Se4,MnSb2Se4,Seebeck,,[0.000945],[300.0],0.000945,300.0,JMC_data
712,MnSb2Se4,MnSb2Se4,Seebeck,,[0.00065],[573.0],0.0006500000000000001,573.0,JMC_data
713,CuMn3Sb8Se16,MnSb2Se4,Seebeck,,[0.000945],[295],0.000945,295.0,JMC_data
714,HfSe2,HfSe2,Seebeck,,[4.37e-05],[300.0],4.370000000000001e-05,300.0,JMC_data
715,Ce9Co10Fe30Sb120,CeFe4Sb12,Seebeck,,[9.999999999999999e-05],[295],0.0001,295.0,JMC_data
716,Ti,Ti,Seebeck,,[-7.999999999999999e-05],[295],-8e-05,295.0,JMC_data
717,BiRhZr,None,Seebeck,,[0.00031989],[1300.0],0.00031989000000000003,1300.0,JMC_data
718,BiIrZr,None,Seebeck,,[0.0002559],[1300.0],0.00025590000000000004,1300.0,JMC_data
719,IrSnTa,None,Seebeck,,[0.00049009],[1300.0],0.00049009,1300.0,JMC_data
720,Ag9Pb180Sb10Te200,AgPb14SbTe16,Seebeck,,[0.000404],[373.0],0.000404,373.0,JMC_data
721,Ag,Ag,Seebeck,,[0.00039999999999999996],[373.0],0.0004,373.0,JMC_data
722,Mg2Si,Mg2Si,Seebeck,,[0.000388],[623.0],0.000388,623.0,JMC_data
723,Mg2Si,Mg2Si,Seebeck,,[0.00035],[823.0],0.00035000000000000005,823.0,JMC_data
724,Mg2Si,Mg2Si,Seebeck,,[0.00028],[823.0],0.00028000000000000003,823.0,JMC_data
725,T,None,Seebeck,,[-2.8e-05],[200.0],-2.8000000000000006e-05,200.0,JMC_data
726,Ba4Cu3Si20,Ba4Cu3Si20,Seebeck,,[6.2e-05],[720.0],6.2e-05,720.0,JMC_data
727,Cu9S5,Cu9S5,Seebeck,,[0.00010499999999999999],[773.0],0.000105,773.0,JMC_data
728,Mo3Te4,Mo3Te4,Seebeck,,[2.4999999999999998e-05],[1000.0],2.5e-05,1000.0,JMC_data
729,Ca3Co4O9,Ca3Co4O9,Seebeck,,[0.00023999999999999998],[973.0],0.0002400000000000001,973.0,JMC_data
730,Ca3Co4O9,Ca3Co4O9,Seebeck,,"[0.00010999999999999999, 0.00023999999999999998]",[295],0.000175,295.0,JMC_data
731,Bi2Sb8Te15,BiSb3Te6,Seebeck,,[0.00023999999999999998],[295],0.0002400000000000001,295.0,JMC_data
732,Ca31Co40Na9O100,Ca3Co4O9,Seebeck,,[0.000165],[950.0],0.000165,950.0,JMC_data
733,Co2NaO4,Co2NaO4,Seebeck,,[9.999999999999999e-05],[300.0],0.0001,300.0,JMC_data
734,Bi85Nb2Sb13,None,Seebeck,,[0.00016099999999999998],[105.0],0.00016099999999999998,105.0,JMC_data
735,Bi85Nb2Sb13,None,Seebeck,,[0.00016099999999999998],[105.0],0.00016099999999999998,105.0,JMC_data
736,Bi85Nb2Sb13,None,Seebeck,,[0.00016099999999999998],[105.0],0.00016099999999999998,105.0,JMC_data
737,Mn51Te49,MnTe,Seebeck,,[0.000414],[773.0],0.000414,773.0,JMC_data
738,Cu20S30Sn9Zn,Cu2S3Sn,Seebeck,,[0.00014769999999999999],[723.0],0.00014769999999999999,723.0,JMC_data
739,Cu20NiS30Sn9,Cu2S3Sn,Seebeck,,[0.00016230000000000001],[723.0],0.0001623,723.0,JMC_data
740,DEOPT,None,Seebeck,,[0.000135],[523.0],0.000135,523.0,JMC_data
741,FeSb2,FeSb2,Seebeck,,[-0.045],[12.0],-0.045,12.0,JMC_data
742,FeSb2,FeSb2,Seebeck,,"[2.2e-05, 2.8e-05]",[190.0],2.5e-05,190.0,JMC_data
743,Ag4CuSe3,None,Seebeck,,[-4.5499999999999995e-05],[295],-4.55e-05,295.0,JMC_data
744,Bi3SbTe6,None,Seebeck,,[0.00012638],[295],0.00012638,295.0,JMC_data
745,FeSbV,FeSbV,Seebeck,,[0.00010999999999999999],[295],0.00011,295.0,JMC_data
746,FeSbV,FeSbV,Seebeck,,[0.00010999999999999999],[295],0.00011,295.0,JMC_data
747,Bi2Se3,Bi2Se3,Seebeck,,[-0.00011999999999999999],[300.0],-0.00012000000000000004,300.0,JMC_data
748,AlCuO2,AlCuO2,Seebeck,,[0.000325],[1200.0],0.000325,1200.0,JMC_data
749,Cu12S13Sb4,Cu12S13Sb4,Seebeck,,[0.0002278],[723.0],0.0002278,723.0,JMC_data
750,Ge6La2Pd,None,Seebeck,,[-6e-07],[150.0],-6e-07,150.0,JMC_data
751,AlCo2Ti,AlCo2Ti,Seebeck,,[-0.0017],[295],-0.0017,295.0,JMC_data
752,SbTe2Tl,SbTe2Tl,Seebeck,,[0.000224],[666.0],0.000224,666.0,JMC_data
753,SbTe2Tl,SbTe2Tl,Seebeck,,[0.000224],[666.0],0.000224,666.0,JMC_data
754,BaO3Sn,BaO3Sn,Seebeck,,[0.000106],[250.0],0.000106,250.0,JMC_data
755,BaO3Sn,BaO3Sn,Seebeck,,[0.000206],[800.0],0.000206,800.0,JMC_data
756,AgCoO2,AgCoO2,Seebeck,,[0.00022999999999999998],[295],0.00023,295.0,JMC_data
757,CoSb2,CoSb2,Seebeck,,[1e-06],"[300.0, 400.0]",1e-06,350.0,JMC_data
758,CoSb3,CoSb3,Seebeck,,[7.999999999999999e-05],"[300.0, 400.0]",8e-05,350.0,JMC_data
759,Bi20Se3Te27,Bi2Te3,Seebeck,,[0.00019999999999999998],[300.0],0.0002,300.0,JMC_data
760,Ge3Sn7Te10,GeSn2Te3,Seebeck,,[3.2e-05],[295],3.2e-05,295.0,JMC_data
761,Ge30Sb13Sn57Te100,Ge2Sb2Sn5Te10,Seebeck,,[6.8e-05],[295],6.8e-05,295.0,JMC_data
762,BiSb3Te6,BiSb3Te6,Seebeck,,[0.000254],[323.0],0.000254,323.0,JMC_data
763,Bi2S3,Bi2S3,Seebeck,,[0.00039999999999999996],[295],0.0004,295.0,JMC_data
764,Bi2S3,Bi2S3,Seebeck,,[-0.00047999999999999996],[323.0],-0.0004800000000000001,323.0,JMC_data
765,SnTe,SnTe,Seebeck,,[0.000128],[823.0],0.000128,823.0,JMC_data
766,Bi2S3,Bi2S3,Seebeck,,[-0.000244],[673.0],-0.000244,673.0,JMC_data
767,Ba2Fe5Mo5O60Sr18Ti10,MoO6Sr2Ti,Seebeck,,[-7.8e-05],[1100.0],-7.8e-05,1100.0,JMC_data
768,Co20Sb19SnTi20,CoSbTi,Seebeck,,[0.000222],[988.0],0.00022200000000000006,988.0,JMC_data
769,PbS,PbS,Seebeck,,[8.669999999999999e-05],[300.0],8.669999999999999e-05,300.0,JMC_data
770,PbTe,PbTe,Seebeck,,[2.2e-05],[300.0],2.2e-05,300.0,JMC_data
771,S,S,Seebeck,,[0.00019999999999999998],[950.0],0.0002,950.0,JMC_data
