,Name,Label,Editing,Model,Model_Type,Specifier,Value,Units,Temperature_Value,Temperature_Units,Value_Average,Temperature_Average,Pressure,Process,Direction_of_Measurement,Resolution,DOI,Title,Access_Type,Publisher,Publication_Year,Authors,Journal,kL_avg,composition_name
2796,Al2Fe3Si3,,,ThermCond,total,thermal conductivity,[6.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[500.0],Kelvin^(1.0),6.0,500.0,,,,,10.1016/j.jpcs.2018.03.003,"Conduction type control and power factor enhancement of the thermoelectric material Al2Fe3Si3
",payment,Elsevier,2018,TAKAGIWA,Journal of Physics and Chemistry of Solids,6.0,Al2Fe3Si3
2796,Al2Fe3Si3,,,ThermCond,total,thermal conductivity,[6.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[500.0],Kelvin^(1.0),6.0,500.0,,,,,10.1016/j.jpcs.2018.03.003,"Conduction type control and power factor enhancement of the thermoelectric material Al2Fe3Si3
",payment,Elsevier,2018,TAKAGIWA,Journal of Physics and Chemistry of Solids,6.0,Al2Fe3Si3
2796,Al2Fe3Si3,,,ThermCond,total,thermal conductivity,[6.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[500.0],Kelvin^(1.0),6.0,500.0,,,,,10.1016/j.jpcs.2018.03.003,"Conduction type control and power factor enhancement of the thermoelectric material Al2Fe3Si3
",payment,Elsevier,2018,TAKAGIWA,Journal of Physics and Chemistry of Solids,6.0,Al2Fe3Si3
2802,SbCrSe3,,,ThermCond,total,thermal conductivity,[1.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),1.0,300.0,,,,,10.1016/j.mattod.2018.03.039,Routes for high-performance thermoelectric materials ,payment,Elsevier,2018,ZHOU,Materials Today,1.0,SbCrSe3
2804,AgSbTe2,,,ThermCond,total,thermal conductivity,[0.7],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),0.7000000000000001,295.0,,,,,10.1016/j.mattod.2018.03.039,Routes for high-performance thermoelectric materials ,payment,Elsevier,2018,ZHOU,Materials Today,0.7,AgSbTe2
2805,SrTiO3,['110'],,ThermCond,total,thermal conductivity,[1.09],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),1.09,300.0,,,,,10.1007/s10948-018-4840-3,Thermal Transport Measurements of LaCoO3 and SrTiO3,payment,Springer,2019,"Cortes A., Hernandez J. S. Trujillo, Piamba J. F., Lopera W., Prieto P.",Journal of Superconductivity and Novel Magnetism,1.09,SrTiO3
2806,SrTiO3,['110'],,ThermCond,total,thermal conductivity,[1.09],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),1.09,295.0,,,,,10.1007/s10948-018-4840-3,Thermal Transport Measurements of LaCoO3 and SrTiO3,payment,Springer,2019,"Cortes A., Hernandez J. S. Trujillo, Piamba J. F., Lopera W., Prieto P.",Journal of Superconductivity and Novel Magnetism,1.09,SrTiO3
2808,LaCoO3,,,ThermCond,total,thermal conductivity,[0.38],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),0.38,295.0,,,,,10.1007/s10948-018-4840-3,Thermal Transport Measurements of LaCoO3 and SrTiO3,payment,Springer,2019,"Cortes A., Hernandez J. S. Trujillo, Piamba J. F., Lopera W., Prieto P.",Journal of Superconductivity and Novel Magnetism,0.38,LaCoO3
2814,La2Mo2O9,,,ThermCond,total,thermal conductivity,[0.82],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[1273.0],Kelvin^(1.0),0.8200000000000001,1273.0,,,,,10.1039/c9dt01192g,Reducing the thermal conductivity of La2Mo2O9 with a trivalent praseodymium substitution for its potential use as a thermal barrier coating,payment,RSC,2019,"Etienne Sabarthes, Fabian Delorme, Vladyslav Tezyk, Cécile Autret, Gwenaël Corbel, Philippe Lacorre, Fabien Giovannelli, Etienne Sabarthes, Fabian Delorme, Vladyslav Tezyk, Cécile Autret, Gwenaël Corbel, Philippe Lacorre, Fabien Giovannelli",Dalton Transactions,0.82,La2Mo2O9
2814,La2Mo2O9,,,ThermCond,total,thermal conductivity,[0.82],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[1273.0],Kelvin^(1.0),0.8200000000000001,1273.0,,,,,10.1039/c9dt01192g,Reducing the thermal conductivity of La2Mo2O9 with a trivalent praseodymium substitution for its potential use as a thermal barrier coating,payment,RSC,2019,"Etienne Sabarthes, Fabian Delorme, Vladyslav Tezyk, Cécile Autret, Gwenaël Corbel, Philippe Lacorre, Fabien Giovannelli, Etienne Sabarthes, Fabian Delorme, Vladyslav Tezyk, Cécile Autret, Gwenaël Corbel, Philippe Lacorre, Fabien Giovannelli",Dalton Transactions,0.82,La2Mo2O9
2814,La2Mo2O9,,,ThermCond,total,thermal conductivity,[0.82],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[1273.0],Kelvin^(1.0),0.8200000000000001,1273.0,,,,,10.1039/c9dt01192g,Reducing the thermal conductivity of La2Mo2O9 with a trivalent praseodymium substitution for its potential use as a thermal barrier coating,payment,RSC,2019,"Etienne Sabarthes, Fabian Delorme, Vladyslav Tezyk, Cécile Autret, Gwenaël Corbel, Philippe Lacorre, Fabien Giovannelli, Etienne Sabarthes, Fabian Delorme, Vladyslav Tezyk, Cécile Autret, Gwenaël Corbel, Philippe Lacorre, Fabien Giovannelli",Dalton Transactions,0.82,La2Mo2O9
2815,La2Mo2O9,,,ThermCond,total,thermal conductivity,[0.85],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[373.0],Kelvin^(1.0),0.85,373.0,,,,,10.1039/c9dt01192g,Reducing the thermal conductivity of La2Mo2O9 with a trivalent praseodymium substitution for its potential use as a thermal barrier coating,payment,RSC,2019,"Etienne Sabarthes, Fabian Delorme, Vladyslav Tezyk, Cécile Autret, Gwenaël Corbel, Philippe Lacorre, Fabien Giovannelli, Etienne Sabarthes, Fabian Delorme, Vladyslav Tezyk, Cécile Autret, Gwenaël Corbel, Philippe Lacorre, Fabien Giovannelli",Dalton Transactions,0.85,La2Mo2O9
2815,La2Mo2O9,,,ThermCond,total,thermal conductivity,[0.85],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[373.0],Kelvin^(1.0),0.85,373.0,,,,,10.1039/c9dt01192g,Reducing the thermal conductivity of La2Mo2O9 with a trivalent praseodymium substitution for its potential use as a thermal barrier coating,payment,RSC,2019,"Etienne Sabarthes, Fabian Delorme, Vladyslav Tezyk, Cécile Autret, Gwenaël Corbel, Philippe Lacorre, Fabien Giovannelli, Etienne Sabarthes, Fabian Delorme, Vladyslav Tezyk, Cécile Autret, Gwenaël Corbel, Philippe Lacorre, Fabien Giovannelli",Dalton Transactions,0.85,La2Mo2O9
2815,La2Mo2O9,,,ThermCond,total,thermal conductivity,[0.85],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[373.0],Kelvin^(1.0),0.85,373.0,,,,,10.1039/c9dt01192g,Reducing the thermal conductivity of La2Mo2O9 with a trivalent praseodymium substitution for its potential use as a thermal barrier coating,payment,RSC,2019,"Etienne Sabarthes, Fabian Delorme, Vladyslav Tezyk, Cécile Autret, Gwenaël Corbel, Philippe Lacorre, Fabien Giovannelli, Etienne Sabarthes, Fabian Delorme, Vladyslav Tezyk, Cécile Autret, Gwenaël Corbel, Philippe Lacorre, Fabien Giovannelli",Dalton Transactions,0.85,La2Mo2O9
2817,ErB44Si2,,,ThermCond,total,κ,[1.5],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[900.0],Kelvin^(1.0),1.5,900.0,,,,,10.1016/j.physb.2006.03.072,"Thermal conductivity of a rare-earth
B
12
-icosahedral compound ",payment,Elsevier,2006,MORI,Physica B: Condensed Matter,1.5,ErB44Si2
2817,ErB44Si2,,,ThermCond,total,κ,[1.5],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[900.0],Kelvin^(1.0),1.5,900.0,,,,,10.1016/j.physb.2006.03.072,"Thermal conductivity of a rare-earth
B
12
-icosahedral compound ",payment,Elsevier,2006,MORI,Physica B: Condensed Matter,1.5,ErB44Si2
2829,CuCrSe2,,,ThermCond,total,κ,[2.32],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),2.32,295.0,,,,,10.1016/j.matchemphys.2014.01.053,"Thermoelectric properties of layered antiferromagnetic CuCrSe2
",payment,Elsevier,2014,TEWARI,Materials Chemistry and Physics,2.32,CuCrSe2
2831,CoSb3,,,ThermCond,lattice,κph,[6.97],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),6.97,295.0,,annealed,,,10.1007/s10854-016-4271-5,Determination of milling parameters useful on the formation of CoSb3 thermoelectric powders by low-energy mechanical alloying,payment,Springer,2016,"Arnache Oscar L., Pino Julian, Sánchez Luis C.",Journal of Materials Science: Materials in Electronics,6.97,CoSb3
2840,Cu2ZnSnSe4,,,ThermCond,total,κc,[0.11],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[720.0],Kelvin^(1.0),0.11,720.0,,,,,10.1016/j.intermet.2014.06.014,"Crystal structure and thermoelectric properties of Cu2Cd1−x
Zn
x
SnSe4 solid solutions ",payment,Elsevier,2014,LIU,Intermetallics,0.11,Cu2ZnSnSe4
2840,Cu2ZnSnSe4,,,ThermCond,total,κc,[0.11],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[720.0],Kelvin^(1.0),0.11,720.0,,,,,10.1016/j.intermet.2014.06.014,"Crystal structure and thermoelectric properties of Cu2Cd1−x
Zn
x
SnSe4 solid solutions ",payment,Elsevier,2014,LIU,Intermetallics,0.11,Cu2ZnSnSe4
2842,Cu3SbS4,,,ThermCond,total,κ,[1.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[623.0],Kelvin^(1.0),1.0,623.0,,,,,10.1039/c9cp06233e,A strategy for boosting the thermoelectric performance of famatinite Cu3SbS4,payment,RSC,2020,"Taiki Tanishita, Koichiro Suekuni, Hirotaka Nishiate, Chul-Ho Lee, Michitaka Ohtaki, Taiki Tanishita, Koichiro Suekuni, Hirotaka Nishiate, Chul-Ho Lee, Michitaka Ohtaki",Physical Chemistry Chemical Physics,1.0,Cu3SbS4
2842,Cu3SbS4,,,ThermCond,total,κ,[1.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[623.0],Kelvin^(1.0),1.0,623.0,,,,,10.1039/c9cp06233e,A strategy for boosting the thermoelectric performance of famatinite Cu3SbS4,payment,RSC,2020,"Taiki Tanishita, Koichiro Suekuni, Hirotaka Nishiate, Chul-Ho Lee, Michitaka Ohtaki, Taiki Tanishita, Koichiro Suekuni, Hirotaka Nishiate, Chul-Ho Lee, Michitaka Ohtaki",Physical Chemistry Chemical Physics,1.0,Cu3SbS4
2851,Cu2Se,,,ThermCond,lattice,lattice thermal conductivity,[0.28],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),0.28,300.0,,,,,10.1039/c4ta07100j,Multiformity and fluctuation of Cu ordering in Cu2Se thermoelectric materials,payment,RSC,2015,"Ping Lu, Huili Liu, Xun Yuan, Fangfang Xu, Xun Shi, Kunpeng Zhao, Wujie Qiu, Wenqing Zhang, Lidong Chen, Ping Lu, Huili Liu, Xun Yuan, Fangfang Xu, Xun Shi, Kunpeng Zhao, Wujie Qiu, Wenqing Zhang, Lidong Chen",Journal of Materials Chemistry A,0.28,Cu2Se
2852,CoSb3,,,ThermCond,lattice,κL,"[5.0, 8.0]",Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),6.5,300.0,,,,,10.1039/c4ta07100j,Multiformity and fluctuation of Cu ordering in Cu2Se thermoelectric materials,payment,RSC,2015,"Ping Lu, Huili Liu, Xun Yuan, Fangfang Xu, Xun Shi, Kunpeng Zhao, Wujie Qiu, Wenqing Zhang, Lidong Chen, Ping Lu, Huili Liu, Xun Yuan, Fangfang Xu, Xun Shi, Kunpeng Zhao, Wujie Qiu, Wenqing Zhang, Lidong Chen",Journal of Materials Chemistry A,6.5,CoSb3
2853,Bi2Te3,,,ThermCond,lattice,κL,[1.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),1.0,300.0,,,,,10.1039/c4ta07100j,Multiformity and fluctuation of Cu ordering in Cu2Se thermoelectric materials,payment,RSC,2015,"Ping Lu, Huili Liu, Xun Yuan, Fangfang Xu, Xun Shi, Kunpeng Zhao, Wujie Qiu, Wenqing Zhang, Lidong Chen, Ping Lu, Huili Liu, Xun Yuan, Fangfang Xu, Xun Shi, Kunpeng Zhao, Wujie Qiu, Wenqing Zhang, Lidong Chen",Journal of Materials Chemistry A,1.0,Bi2Te3
2853,Bi2Te3,,,ThermCond,lattice,κL,[1.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),1.0,300.0,,,,,10.1039/c4ta07100j,Multiformity and fluctuation of Cu ordering in Cu2Se thermoelectric materials,payment,RSC,2015,"Ping Lu, Huili Liu, Xun Yuan, Fangfang Xu, Xun Shi, Kunpeng Zhao, Wujie Qiu, Wenqing Zhang, Lidong Chen, Ping Lu, Huili Liu, Xun Yuan, Fangfang Xu, Xun Shi, Kunpeng Zhao, Wujie Qiu, Wenqing Zhang, Lidong Chen",Journal of Materials Chemistry A,1.0,Bi2Te3
2854,Cu2Se,,,ThermCond,lattice,κL,[0.3],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),0.3,300.0,,,,,10.1039/c4ta07100j,Multiformity and fluctuation of Cu ordering in Cu2Se thermoelectric materials,payment,RSC,2015,"Ping Lu, Huili Liu, Xun Yuan, Fangfang Xu, Xun Shi, Kunpeng Zhao, Wujie Qiu, Wenqing Zhang, Lidong Chen, Ping Lu, Huili Liu, Xun Yuan, Fangfang Xu, Xun Shi, Kunpeng Zhao, Wujie Qiu, Wenqing Zhang, Lidong Chen",Journal of Materials Chemistry A,0.3,Cu2Se
2856,BaCu2SnSe4,,,ThermCond,total,thermal conductivity,[0.31],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[673.0],Kelvin^(1.0),0.31,673.0,,,,,10.1039/c8ta09660k,Origins of ultralow thermal conductivity in 1-2-1-4 quaternary selenides,payment,RSC,2019,"Jimmy Jiahong Kuo, Umut Aydemir, Jan-Hendrik Pöhls, Fei Zhou, Guodong Yu, Alireza Faghaninia, Francesco Ricci, Mary Anne White, Gian-Marco Rignanese, Geoffroy Hautier, Anubhav Jain, G. Jeffrey Snyder, Jimmy Jiahong Kuo, Umut Aydemir, Jan-Hendrik Pöhls, Fei Zhou, Guodong Yu, Alireza Faghaninia, Francesco Ricci, Mary Anne White, Gian-Marco Rignanese, Geoffroy Hautier, Anubhav Jain, G. Jeffrey Snyder",Journal of Materials Chemistry A,0.31,BaCu2SnSe4
2856,BaCu2SnSe4,,,ThermCond,total,thermal conductivity,[0.31],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[673.0],Kelvin^(1.0),0.31,673.0,,,,,10.1039/c8ta09660k,Origins of ultralow thermal conductivity in 1-2-1-4 quaternary selenides,payment,RSC,2019,"Jimmy Jiahong Kuo, Umut Aydemir, Jan-Hendrik Pöhls, Fei Zhou, Guodong Yu, Alireza Faghaninia, Francesco Ricci, Mary Anne White, Gian-Marco Rignanese, Geoffroy Hautier, Anubhav Jain, G. Jeffrey Snyder, Jimmy Jiahong Kuo, Umut Aydemir, Jan-Hendrik Pöhls, Fei Zhou, Guodong Yu, Alireza Faghaninia, Francesco Ricci, Mary Anne White, Gian-Marco Rignanese, Geoffroy Hautier, Anubhav Jain, G. Jeffrey Snyder",Journal of Materials Chemistry A,0.31,BaCu2SnSe4
2857,BaAg2SnSe4,,,ThermCond,total,thermal conductivity,[0.31],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[673.0],Kelvin^(1.0),0.31,673.0,,,,,10.1039/c8ta09660k,Origins of ultralow thermal conductivity in 1-2-1-4 quaternary selenides,payment,RSC,2019,"Jimmy Jiahong Kuo, Umut Aydemir, Jan-Hendrik Pöhls, Fei Zhou, Guodong Yu, Alireza Faghaninia, Francesco Ricci, Mary Anne White, Gian-Marco Rignanese, Geoffroy Hautier, Anubhav Jain, G. Jeffrey Snyder, Jimmy Jiahong Kuo, Umut Aydemir, Jan-Hendrik Pöhls, Fei Zhou, Guodong Yu, Alireza Faghaninia, Francesco Ricci, Mary Anne White, Gian-Marco Rignanese, Geoffroy Hautier, Anubhav Jain, G. Jeffrey Snyder",Journal of Materials Chemistry A,0.31,BaAg2SnSe4
2857,BaAg2SnSe4,,,ThermCond,total,thermal conductivity,[0.31],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[673.0],Kelvin^(1.0),0.31,673.0,,,,,10.1039/c8ta09660k,Origins of ultralow thermal conductivity in 1-2-1-4 quaternary selenides,payment,RSC,2019,"Jimmy Jiahong Kuo, Umut Aydemir, Jan-Hendrik Pöhls, Fei Zhou, Guodong Yu, Alireza Faghaninia, Francesco Ricci, Mary Anne White, Gian-Marco Rignanese, Geoffroy Hautier, Anubhav Jain, G. Jeffrey Snyder, Jimmy Jiahong Kuo, Umut Aydemir, Jan-Hendrik Pöhls, Fei Zhou, Guodong Yu, Alireza Faghaninia, Francesco Ricci, Mary Anne White, Gian-Marco Rignanese, Geoffroy Hautier, Anubhav Jain, G. Jeffrey Snyder",Journal of Materials Chemistry A,0.31,BaAg2SnSe4
2859,CrSi2,,addition of SiGe,ThermCond,total,thermal conductivity,[4.5],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[773.0],Kelvin^(1.0),4.5,773.0,,,,,10.1016/j.jallcom.2018.06.175,Enhancement in thermoelectric performance of bulk CrSi2 dispersed with nanostructured SiGe nanoinclusions ,payment,Elsevier,2018,UPADHYAY,Journal of Alloys and Compounds,4.5,CrSi2
2861,CoSb3,,,ThermCond,lattice,κL,[14.231],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),14.231,295.0,,pressure,,,10.1039/c8cp04301a,Pressure induced excellent thermoelectric behavior in skutterudites CoSb3 and IrSb3,payment,RSC,2019,"Xiuxian Yang, Zhenhong Dai, Yinchang Zhao, Wenchao Niu, Jianye Liu, Sheng Meng, Xiuxian Yang, Zhenhong Dai, Yinchang Zhao, Wenchao Niu, Jianye Liu, Sheng Meng",Physical Chemistry Chemical Physics,14.231,CoSb3
2863,TiS2,,,ThermCond,total,thermal conductivity,[0.16],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),0.16,295.0,,,,,10.1039/c7ee03617e,Solution-printable fullerene/TiS2 organic/inorganic hybrids for high-performance flexible n-type thermoelectrics,payment,RSC,2018,"Liming Wang, Zimeng Zhang, Linxiao Geng, Tianyu Yuan, Yuchen Liu, Juchen Guo, Lei Fang, Jingjing Qiu, Shiren Wang, Liming Wang, Zimeng Zhang, Linxiao Geng, Tianyu Yuan, Yuchen Liu, Juchen Guo, Lei Fang, Jingjing Qiu, Shiren Wang",Energy & Environmental Science,0.16,TiS2
2864,Bi2O2Se,,,ThermCond,total,thermal conductivity,"[0.7, 0.75]",Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[800.0],Kelvin^(1.0),0.725,800.0,,,,,10.1007/s10832-014-9969-2,High-temperature thermoelectric behaviors of Sn-doped n-type Bi2O2Se ceramics,payment,Springer,2015,"Zhan Bin, Butt Sajid, Liu Yaochun, Lan Jin-Le, Nan Ce-Wen, Lin Yuan-Hua",Journal of Electroceramics,0.725,Bi2O2Se
2864,Bi2O2Se,,,ThermCond,total,thermal conductivity,"[0.7, 0.75]",Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[800.0],Kelvin^(1.0),0.725,800.0,,,,,10.1007/s10832-014-9969-2,High-temperature thermoelectric behaviors of Sn-doped n-type Bi2O2Se ceramics,payment,Springer,2015,"Zhan Bin, Butt Sajid, Liu Yaochun, Lan Jin-Le, Nan Ce-Wen, Lin Yuan-Hua",Journal of Electroceramics,0.725,Bi2O2Se
2875,TiB2,,,ThermCond,total,thermal conductivity,[25.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),25.0,295.0,,,,,10.1016/S0167-577X(03)00299-4,Sol–gel processing of ZnO-coated TiB2 composite powders ,payment,Elsevier,2003,CAI,Materials Letters,25.0,TiB2
2876,TiO2,,,ThermCond,total,thermal conductivity,[6.69],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[373.0],Kelvin^(1.0),6.69,373.0,,,,,10.1016/S0167-577X(03)00299-4,Sol–gel processing of ZnO-coated TiB2 composite powders ,payment,Elsevier,2003,CAI,Materials Letters,6.69,TiO2
2877,CoSb3,,,ThermCond,total,thermal conductivity,[11.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),11.0,300.0,,,,,10.1016/j.matchemphys.2007.10.021,"Thermoelectric properties of In
z
Co4Sb12−y
Te
y
skutterudites ",payment,Elsevier,2008,JUNG,Materials Chemistry and Physics,11.0,CoSb3
2880,ReSe2,,,ThermCond,lattice,lattice thermal conductivity,[118.58],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),118.58,295.0,,,a-axis,,10.1016/j.matpr.2017.12.201,"First principles study of the structural, stability properties and lattice thermal conductivity of bulk ReSe2
",payment,Elsevier,2018,MAHMOUD,Materials Today: Proceedings,118.58,ReSe2
2886,MoS2,,,ThermCond,lattice,κL,[112.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[300.0],Kelvin^(1.0),112.0,300.0,,,,,10.1016/j.mtphys.2020.100277,Strong electron-phonon interaction induced significant reduction in lattice thermal conductivities for single-layer MoS2 and PtSSe ,payment,Elsevier,2020,LIU,Materials Today Physics,112.0,MoS2
2888,MoS2,,,ThermCond,lattice,κL,[68.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),68.0,295.0,,,,,10.1016/j.mtphys.2020.100277,Strong electron-phonon interaction induced significant reduction in lattice thermal conductivities for single-layer MoS2 and PtSSe ,payment,Elsevier,2020,LIU,Materials Today Physics,68.0,MoS2
2889,MoS2,,,ThermCond,lattice,κL,[65.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),65.0,295.0,,,,,10.1016/j.mtphys.2020.100277,Strong electron-phonon interaction induced significant reduction in lattice thermal conductivities for single-layer MoS2 and PtSSe ,payment,Elsevier,2020,LIU,Materials Today Physics,65.0,MoS2
2890,MoS2,,,ThermCond,lattice,κL,[62.0],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[295],Kelvin^(1.0),62.0,295.0,,,,,10.1016/j.mtphys.2020.100277,Strong electron-phonon interaction induced significant reduction in lattice thermal conductivities for single-layer MoS2 and PtSSe ,payment,Elsevier,2020,LIU,Materials Today Physics,62.0,MoS2
2901,Cu3SbSe4,,,ThermCond,lattice,minimum lattice thermal conductivity,[0.47],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),"[275.0, 700.0]",Kelvin^(1.0),0.47,487.5,,,,,10.1039/c4ta01957a,Thermoelectric properties of Sn-doped p-type Cu3SbSe4: a compound with large effective mass and small band gap,payment,RSC,2014,"Tian-Ran Wei, Heng Wang, Zachary M. Gibbs, Chao-Feng Wu, G. Jeffrey Snyder, Jing-Feng Li, Tian-Ran Wei, Heng Wang, Zachary M. Gibbs, Chao-Feng Wu, G. Jeffrey Snyder, Jing-Feng Li",Journal of Materials Chemistry A,0.47,Cu3SbSe4
2901,Cu3SbSe4,,,ThermCond,lattice,minimum lattice thermal conductivity,[0.47],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),"[275.0, 700.0]",Kelvin^(1.0),0.47,487.5,,,,,10.1039/c4ta01957a,Thermoelectric properties of Sn-doped p-type Cu3SbSe4: a compound with large effective mass and small band gap,payment,RSC,2014,"Tian-Ran Wei, Heng Wang, Zachary M. Gibbs, Chao-Feng Wu, G. Jeffrey Snyder, Jing-Feng Li, Tian-Ran Wei, Heng Wang, Zachary M. Gibbs, Chao-Feng Wu, G. Jeffrey Snyder, Jing-Feng Li",Journal of Materials Chemistry A,0.47,Cu3SbSe4
2922,YAgTe2,,,ThermCond,lattice,κp,[0.47],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[625.0],Kelvin^(1.0),0.47,625.0,,LT,,,10.1039/c8ta06470a,First-principles calculations and experimental studies of XYZ2 thermoelectric compounds: detailed analysis of van der Waals interactions,payment,RSC,2018,"Jan-Hendrik Pöhls, Zhe Luo, Umut Aydemir, Jon-Paul Sun, Shiqiang Hao, Jiangang He, Ian G. Hill, Geoffroy Hautier, Anubhav Jain, Xiaoqin Zeng, Chris Wolverton, G. Jeffrey Snyder, Hong Zhu, Mary Anne White, Jan-Hendrik Pöhls, Zhe Luo, Umut Aydemir, Jon-Paul Sun, Shiqiang Hao, Jiangang He, Ian G. Hill, Geoffroy Hautier, Anubhav Jain, Xiaoqin Zeng, Chris Wolverton, G. Jeffrey Snyder, Hong Zhu, Mary Anne White",Journal of Materials Chemistry A,0.47,YAgTe2
2923,YCuTe2,,,ThermCond,lattice,lattice thermal conductivity,[0.39],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[800.0],Kelvin^(1.0),0.39,800.0,,,,,10.1039/c8ta06470a,First-principles calculations and experimental studies of XYZ2 thermoelectric compounds: detailed analysis of van der Waals interactions,payment,RSC,2018,"Jan-Hendrik Pöhls, Zhe Luo, Umut Aydemir, Jon-Paul Sun, Shiqiang Hao, Jiangang He, Ian G. Hill, Geoffroy Hautier, Anubhav Jain, Xiaoqin Zeng, Chris Wolverton, G. Jeffrey Snyder, Hong Zhu, Mary Anne White, Jan-Hendrik Pöhls, Zhe Luo, Umut Aydemir, Jon-Paul Sun, Shiqiang Hao, Jiangang He, Ian G. Hill, Geoffroy Hautier, Anubhav Jain, Xiaoqin Zeng, Chris Wolverton, G. Jeffrey Snyder, Hong Zhu, Mary Anne White",Journal of Materials Chemistry A,0.39,YCuTe2
2927,Sr3GaSb3,,,ThermCond,lattice,lattice thermal conductivity,[0.45],Kelvin^(-1.0)  Meter^(-1.0)  Watt^(1.0),[1000.0],Kelvin^(1.0),0.45,1000.0,,ballmilling,,,10.1039/c2ee22378c,Thermoelectric properties of Sr3GaSb3 – a chain-forming Zintl compound,payment,RSC,2012,"Alex Zevalkink, Wolfgang G. Zeier, Gregory Pomrehn, Eugen Schechtel, Wolfgang Tremel, G. Jeffrey Snyder, Alex Zevalkink, Wolfgang G. Zeier, Gregory Pomrehn, Eugen Schechtel, Wolfgang Tremel, G. Jeffrey Snyder",Energy & Environmental Science,0.45,Sr3GaSb3
